descricao
"A.S.C. 49 x 64 cm ""Barcos"" Icarel Schnalter 1966"
"Gravura 02/50 - 49 x 69 cm ""Inspiração"" ass. não sei"
"Gravura 16/225 - 57 x 41 cm ""Rosto"" ass. Leonor Fini"
"Gravura P.A. - 58 x 44 cm ""Dunas"" ass. Regina Silveira "
"A.S.P. 80 x 60 cm ""Sem Título"" ass. Chaisfina Pasisi 1981"
"A.S.P. 48 x 67 cm ""Sem Título"" ass. Ivald Granato 1985"
Poster com figura Budista 56 x 56 cm 
"A.S.T. 50 x 50 cm ""Figuras"" ass. Carado"
"O.S.T. 70 x 50 cm ""Casal Fantasiado"" ass. Enrique Eguren"
"O.S.E. 65 x 50 cm ""Arlequim"" ass. Gino Bruno"
"O.S.T. 44 x 53 cm ""Paris"" ass. R. Vuillen 1947"
"O.S.T. 71 x 51 cm ""Casario"" ass. Fang 2006"
"O.S.T. 96 x 68 cm ""Igreja"" ass. F. Gallotti 1978"
"O.S.T. 28 x 80 cm ""Mulher deitada"" ass. Jurandi Assis"
"O.S.T. 90 x 50 cm ""Baianas"" ass. Rodrigues"
"O.S.T. 60 x 70 cm ""Procissão"" ass. José Pinto "
"O.S.T. 49 x 69 cm ""Duas ciganas a janela"" ass. não sei"
"T.M. 50 x 70 cm ""Hortências"" E. Kreighi "
"T.M. 59 x 50 cm ""Figuras"" ass. Salvador Dali"
"O.S.T. 70 x 50 cm ""Canal dos Milagres"" ass. Ivo Blasi"
"T.M. 73 x 50 cm ""Camponesa"" ass. Ivo Blasi "
"O.S.T. 56 x 48 cm ""Lord"" "
"A.S.T. 70 x 100 cm ""Bailarinos"" M. Amaral"
"O.S.T. 70 x 50 cm ""Menina"" ass. Enrique Eguren"
"A.S.T. 100 x 74 cm ""Composição"" ass. Sérgio Moreira"
"A.S.T. 80 x 100 cm ""Bumba"" ass. Maria Brandão"
"A.S.T. 90 x 70 cm ""Luz-Oustes"" ass. Vera R. Amaral 1989"
"T.S.T. 100 x 60 cm ""Composição"" ass. Ramón Cárceres"
"T.M. 42 x 90 cm ""Paisagem"" não tem"
"A.S.M. 100 x 60 cm ""Alto da Boa Fé-Bahia"" "
"O.S.T. 80 x 100 cm ""Midi San IX"" ass. Paulo Prado Letto 1970"
"O.S.T. 65 x 85 cm ""Triângulos"" ass. Tito de AlanCastro"
"Acrílico 135 x 90 cm ""Poptu XII"" Robson Machado"
"O.S.E. 80 x 100 cm ""Maternidade"" ass. Conilo Martins"
"O.S.E. 70 x 80 cm ""Amor"" ass. Conilo Martins"
"O.S.T. 73 x 92 cm ""Bordel II"" ass. Omar Souto"
"O.S.T. 80 x 100 cm ""Mulher Nua"" Silvia Ferreira "
"O.S.T. 58 x 78 cm ""Piedade"" ass. Mercedes 1949"
"O.S.T. 60 x 100 cm ""Homem com Carroco"" ass. Enrique Eguren"
"O.S.T. 90 x 70 cm ""La Dança com L'ermillino"" ass. Romano Di Martins"
"O.S.T. 90 x 60 cm ""A Ilha do Silêncio"" ass. Ivo Blasi"
"O.S.T. 96 x 79 cm ""Indios"" sem ass."
"A.S.T. 100 x 80 cm ""Cidade"" ass. Milan Horvat 2002"
"A.S.T. 90 x 100 cm ""Abstrato"" ass. Milan Horvat"
"A.S.T. 70 x 100 cm ""Mulher"" ass. não identificada"
"A.S.T. 80 x 120 cm ""Abstrato"" ass. Forni Iloz 2005"
"A.S.T. 80 x 120 cm ""Abstrato"" ass. Telent"
"O.S.T. 80 x 120 cm ""Senhora com carta"" ass. Sérgio Migliaccio "
"O.S.T. 80 x 120 cm ""Abstrato"" ass. S. Salgado"
"A.S.T. 100 x 100 cm ""Composição"" ass. Walter Cavalheiro"
"T.M. 90 x 130 cm ""Dragão"" ass. Emilio Jaime 1983"
"A.S.T.  120 x 100 cm ""Cavalo Vermelho"" ass. Italo"
"A.S.T. 100 x 125 cm ""Cavalo"" ass. Ecila Franco"
"O.S.T. 100 x 120 cm ""Luas Nunas Ilhas Laguna Veneziana"" ass. Inos Corradin"
"O.S.T. 100 x 120 cm ""Vilarejo de Pescadores""  ass. Inos Corradin"
"T.M. 110 x 150 cm ""Abstrato"" ass. Vera Fontana "
"O.S.T. 80 x 110 cm ""Mulata"" ass. Conillo Martins"
"T.M. 140 x 140 cm ""Esfera Espelhada"" ass. Oneida Helena Heringer 2006"
"T.M. 97 x 67 cm ""Pintor"" ass. Ivald Granato"
"T.M. 130 x 110 cm ""Textura Prateada"" ass. Oneida Helena Heringer"
"O.S.T. 112 x 127 cm ""Paisagem Brasileira n°2"" ass. Aldir Mendes"
"O.S.E. 63 x 121 cm ""Composição"" ass. Rô Gonsalves 1997"
"T.M. 120 x 80 cm ""Flowers"" ass. Camorin"
"T.M. 107 x 107 cm ""Sem Título"" ass. Astronof Nibbies "
"O.S.T. 80 x 100 cm ""Xadrez I"" ass. Milan Horvat"
"T.M. 80 x 180 cm ""Rosas Vazadas"" ass. Oneida Helena Heringer"
"A.S.T. 90 x 120 cm ""Abstrato"" ass. Diogenes Arando 2001"
"T.M. 110 x 140 cm ""Escultura II"" ass. Oneida Helena Heringer"
"A.S.T. 90 x 90 cm ""Força do Pensamento"" ass. Nicia Baita Neves"
"O.S.T. 95 x 70 cm ""Trabalhador"" ass. Edierck "
"O.S.T. 90 x 70 cm ""Músicos"" ass. Paulo Cesar"
"O.S.T. 70 x 90 cm ""Retrato Nordestino"" ass. Edierck"
"Gravura 20/200 - 100 x 75 cm ""Mulher na Árvore"" ass. Cícero Dias "
"A.S.P. 50 x 90 cm ""Abstrato"" ass. Calman Shaini 1991"
"O.S.T. 80 x 110 cm ""Casario"" ass. Milan Horvat"
"T.M. 80 x 100 cm ""Cidade"" ass. não reconhecido"
"A.S.T. 78 x 118 cm ""Natureza Morta"" ass. Oharani Mazkais"
"A.S.T. 80 x 100 cm ""Natureza Morta"" ass. Milan Horvat"
"O.S.T. 73 X 100 CM ""Mulher e Pasto"" ass. Dionísio Del Santo 1986"
"O.S.T. 60 x 80 cm ""Ouro Preto"" ass. M. E. Carvalho"
"O.S.T. 50 x 100 cm ""Mar"" ass. Angelo Aeniano ????"
"O.S.T. 60 x 100 cm ""Barcos"" ass. Romano Di Martino"
"O.S.T. 100 x 80 cm ""Pelourinho"" ass. Colleti Puijot "
"O.S.T. 80 x 100 cm ""Pleno Ar"" ass. Sorensen "
"O.S.T. 80 x 100 cm ""Pesaggio Olandense"" ass. Romano Di Martino"
"Gravura 58/150 - 90 x 50 cm ""II2"" ass. Nerka Builieshi 1989"
"O.S.T. 93 x 100 cm ""Mulher do Futuro"" ass. Donato S. "
"O.S.T. 115 x 95 cm ""Fundo do Mar"" ass. J. Abrahão"
"O.S.T. 80 x 120 cm ""Retirantes"" ass. Mário Faisal "
"O.S.T. 80 x 120 cm ""Capoeira"" ass. Lizar"
"O.S.T. 100 x 80 cm ""Geranios na Escada"" ass. Marii P Oliveira"
"O.S.T. 100 x 100 cm ""Figurativo"" ass. Dharami Martin"
"O.S.T. 100 x 80 cm ""Meninas com Rosas"" desconhecido"
"O.S.T. 80 x 110 cm ""Jardim meu Sonho"" ass. Heloisa Monjardim"
"O.S.T. 80 x 120 cm ""Casario"" ass. Adrian Martins "
"O.S.T. 65 x 106 cm ""Por do Sol"" ass. Gino Bruno"
"O.S.T. 80 x 120 cm ""Casa Fazenda"" desconhecido"
"O.S.T. 120 x 100 cm ""Pierro"" ass. Sérgio Migliaccio"
"A.S.T. 90 x 120 cm ""Abstrato"" ass. Diogenes Arando 2001"
"L.S.T. 80 x 140 cm ""Av. Paulista"" ass. Marcelo Senna 2010"
"L.S.T. 120 x 85 cm ""Paulista"" ass. Marcelo Senna 2000"
"T.M. 70 x 150 cm ""Nu Feminino"" ass. Conillo Martins 2007"
Poster Egípício 98 x 186 cm
"O.S.E. 30 x 20 cm ""Paisagem"" ass. Omar Pelegatta"""
"O.S.T. 29 x 39 cm ""Paisagem Noturna"" ass. Hiroko"
"O.S.T. 23 x 18 cm ""Figura de Ancião"" ass. Giraldino"
"O.S.T. 35 x 26 cm ""Figura de Mulher"" ass. Nuiz Lopes"
"O.S.T. 35 x 27 cm ""Flores"" ass. Guerino Grosso "
"O.S.T.  27 x 35 cm ""Cavalo com Charrete"" ass. Cassio Mello 1931"
"O.S.T. 35 x 27 cm ""Cavalo"" ass. Cassio Mello 1980"
"O.S.T. 28 x 38 cm ""Paisagem"" ass. J. Super Nak"
"O.S.T. 30 x 40 cm ""Cabeça Árabe"" ass. Cassio Melo"
"O.S.T. 30 x 40 cm ""Menino e Cão"" ass. Gentil Garcez"
"O.S.T. 41 x 27 cm ""Natureza Morta"" ass. Guerino Grosso"
"A.S.P. 25 x 17 cm ""Casa com Jardim"" não tem"
"N.A.S.P. 26 x 40 cm ""Palácio"" ass. Joy Roosell Stone"
"Fotografia 20 x 26 cm ""Paris"""
"Vidro 34 x 25 cm ""Figura"" ass. ASSilva 19.05.84"
"G.S.P. 34 x 24 cm ""Mulher"" ass. H. Jossua 1872"
"O.S.M. 29 x 19 cm ""Flores"" ass. Emile Tuchband"
"Poster 25 x 52 cm ""The Liverpool Landing Stage in the 1880's"""
"A.S.P. 22 x 29 cm ""Casario"" ass. C. Pugul"
"A.S.P. 29 x 22 cm ""Madona"" C. Monar 2004"
"O.S.C. 25 x 31 cm ""Ana Baiana"" Djanira"
"G.S.C. 26 x 21 cm ""Menina e Pássaros"" ass. Teruz, Orlando 1980"
"O.S.C. 26 x 21 cm ""Mulher"" sem ass. "
"Gravura 43/108 30 x 30 cm ""Charles Chaplin"" ass. Tomoshige déc. 70"
"O.S.T. 20 x 15 cm ""São Paulo"" A. Bessone 1978"
"O.S.M. 20 x 25 cm ""Casario"" ass. Omar Pelegatta"
"O.S.M. 20 x 25 cm ""Ana Praia"" ass. Omar Pelegatta"
"O.S.T. 14 x 20 cm ""Frutas"" ass. Xanthako "
"O.S.C. 24 x 30 cm ""Ipê colorido"" ass. Jurandir Aguiar "
"O.S.M. 25 x 19 cm ""Senhor com caximbo"" ass. Maraketti"
"O.S.M. 30 x 22 cm ""Garrafa e Laranjas"" ass. Blancoy Couto"
"O.S.T. 29 x 39 cm "" Farol"" ass. Gentil Garcez"
"O.S.E. 30 x 40 cm ""Marinha"" Angelo Cannone"" "
"O.S.T. 46 x 39 cm ""Cruz"" ass. Gaz"
"O.S.T. 27 x 25 cm ""Praia"" Silvio Pinto"
"O.S.C. 19 x 28 cm ""Praia"" J. R. Ponte"
"O.S.M. 60 x 30 cm ""Rosas"" ass. Davi"
"O.S.T. 40 x 30 cm ""2-Palhaço"" não identificado"
"O.S.T. 60 x 31 cm ""Palhaço"" não tem"
"A.S.C. 18 x 12 cm ""Menino com bola"" ass. Darci Penteado"
"G.S.C. 35 x 50 cm ""Sem Título"" Marcos Concílio"
"O.S.M. 15 x 40 cm ""Cena Marinha"" ass. Angelo Cannone"
"Gravura 245/850 - 15 x 18 cm ""Farnham - Castle Street"" ass. Gly Martin "
"Poster 42 x 31 cm ""Imagem Religiosa"" não tem "
"Gravura 20/152 - 32 x 43 cm ""Sem Título"" N. Gross 1967"
"Gravura 11 x 13 cm ""Paris - Café de La Paes"" ass. F. Roux"
"G.S.C. 20 x 29 cm ""Botton of the Village"" Jane Stendy"
"A.S.T. 60 x 30 cm ""Favela"" ass. Fernando F. Ribeiro 1984"
"O.S.T. 37 x 70 cm ""Nu"" ass. José Antônio da Silva 1977"
"A.S.P. 30 x 23 cm ""Ouro Preto"" ass. Colette Pujol"
"O.S.T. 60 x 40 cm ""Pássaro e Borboletas"" ass. Grauben do Monte Lima"
"O.S.T. 60 x 60 cm ""Abstrato"" ass. Conillo Martins "
"O.S.T. 60 x 60 cm ""Abstrato"" ass. Conillo Martins "
"O.S.T. 60 x 60 cm ""Abstrato"" ass. Conillo Martins "
"Poster 43 x 55 cm ""Mapa Mundi"""
"Impressão 13 x 10 cm ""Gordo e o Magro"""
"Impressão 13 x 10 cm ""Camponeses"""
"O.S.T. 38 x 55 cm ""Ponta da Praia"" ass. Guerino Grosso"
"O.S.T. 46 x 38 cm ""Cravos n°08"" ass. A Scapini"
"O.S.T. 46 x 38 cm ""Hortência Rosa"" ass. A. Scapini"
"O.S.T. 38 x 46 cm ""Pipas na Favela"" ass. Fernando F. Ribeiro 1984"
"O.S.T. 38 x 46 cm ""Ancião"" não tem ass."
"O.S.T. 60 x 40 cm ""Orquídeas"" ass. Guerino Grosso"
"A.S.P. 26 x 20 cm ""Igreja Bonfim"" ass. Aho Bragança "
"Gravura 4/20 - 24 x 33 cm ""Garrafas"" ass. Marcio Renije 1985"
"A.S.P. 16 x 12 cm ""Lavradora"" ass. Carybé"
"G.S.P. 29 x 40 cm ""Felinos"" ass. Marcelo Grassmann 1954"
"Gravura 15/50 - 32 x 42 cm ""Sereia"" ass. Odamar Zodsofatto 2001"
"A.S.P. 37 x 27 cm ""Roma Fontana de Irevi"" ass. F Bottelli"
"A.S.P. 37 x 27 cm ""Roma II Campidoglio"" ass. F Bottelli"
"A.S.P. 37 x 27 cm ""Roma Piazza Naciona"" ass. F Bottelli"
"A.S.P. 37 x 27 cm ""Roma II Colosseo"" ass. F Bottelli"
"A.S.P. 37 x 27 cm ""Roma Via Veneto"" ass. F Bottelli"
"A.S.P. 37 x 27 cm ""Roma Piazza Del Popolo"" ass. F Bottelli"
"Fotografia 34 x 34 cm ""Paris"" "
"Fotografia 34 x 34 cm ""Paris II"""
"A.S.P. 38 x 29 cm ""Casa"" ass. G. Ludini 1980"
"O.S.T. 30 x 41 ""Campo"" ass. Gino Bruno"
"T.M. 50 x 40 cm ""Surrealista"" ass. A. Pessina 1988"
"O.S.E. 23 x 27 cm ""Lago D'isco"" ass. Angelo Cannone"
"O.S.T. 70 x 50 cm ""Menna com Ovelhas"" ass. Enrique Eguren"
"O.S.T. 70 x 50 cm ""Floresta com Dama"" sem ass."
"T.M. 50 x 70 cm ""Arrastão"" ass. Yole Paterniani Travassos"
"O.S.T. 40 x 50 cm ""Igreja São Sebastião de Itajaí"" ass. Anna Timóteo"
"O.S.T. 39 x 55 cm ""Dança do Ventre"" ass. Menase Waidergon"
"O.S.T. 40 x 60 cm ""O Circo"" ass. Fernando F. Ribeiro"
"O.S.T. 36 x 70 cm ""Parada Peruana"" ass. B. Galofre"
"Poster 70 x 50 cm ""Policial"""
"A.S.T. 60 x 40 cm ""Menina com Patinho"" ass. Nécio"
"Poster 92 x 60 cm ""What Do We do Now?"""
"Gravura 14/200 70 x 50 cm ""Festa de Santo Antônio para Asalpino"" ass. Yara Tupynamba"
"Gravura 14/200 70 x 50 cm ""Flores para Maria Helena"" ass. Yara Tupynamba"
"Gravura 14/200 70 x 50 cm ""Santa e Tatu para Haroldo"" ass. Yara Tupynamba"
"Gravura 14/200 70 x 50 cm ""Mesa de Atelier para Inimá"" ass. Yara Tupynamba"
"N.S.P. 54 x 32 cm ""Orixás"" Carybé 1961"
"A.S.P. 32 x 56 cm ""Frutas"" ass. Yolanda Mohalyi"
"T.M. 39 x 49 cm ""Natureza Morta"" ass. E. Paringio"
"O.S.T. 40 x 50 cm ""Frutas"" ass. Emile Tuchband"
"O.S.T. 50 x 40 cm ""Flores"" ass. Emile Tuchband"
"O.S.T. 40 x 50 cm ""Paisagem"" ass. Jeny"
"O.S.T. 64 x 74 cm ""Menino"" ass. Lourenço 1985"
"O.S.T. 50 x 70 cm ""Menino Trabalhador"" ass. M. D. Lorenzo"
"O.S.T. 50 x 70 cm ""Mercado Árabe"" ass. Ivo Blasi"
"O.S.T. 60 x 70 cm ""Vila do Café"" ass. Fernando F. Ribeiro"
"O.S.T. 50 x 70 cm ""Bumba meu Boi"" ass. Fernando F. Ribeiro"
"O.S.T. 71 x 55 cm ""Anjos"" ass. Cusquenho"
"O.S.T. 50 x 70 cm ""Cena Granjeira"" ass. Enrique Eguren"
"O.S.T. 50 x 70 cm ""Cais"" ass. Milan Horvat"
"O.S.T. 60 x 40 cm ""Zenia Mista"" ass. Guerino Grosso"
"O.S.T. 40 x 60 cm ""Ramo de Rosas"" ass. A. Scapini"
"T.M. 49 x 29 cm ""Lírios"" ass. Silas"
"Poster 50 x 50 cm ""Gato"""
"O.S.T. 45 x 68 cm ""Dragão"" ass. Francisco da Silva 1928"
"O.S.T. 65 x 55 cm ""Mata"" ass. Fernando Madalinhey"
"O.S.T. 80 x 60 cm ""Colheita de Cana"" ass. Mauricio Fonseca 2009"
"T.M. 53 x 73 cm ""Nu"" Conillo Martins"
"A.S.T. 50 x 60 cm ""Violão com flor"" ass. Profeta "
"O.S.T. 46 x 61 cm ""Bananas"" A. Scapini"
"A.S.T. 46 x 59 cm ""Frutas"" Dharany Majadu"
"O.S.T. 50 x 70 cm  ""Cavalos"" ass. Cassio de Mello 1978"
"O.S.T. 50 x 70 xm ""Velho, Costa Barco"" H Pugliesa"
"O.S.T. 50 x 70 cm ""Paisagem"" A. Scapini"
"O.S.T. 70 x 50 cm ""Moça, cesto de maçãs"" ass. Enrique Eguren"
"O.S.T. 70 x 50 cm ""Copos de Leite"" ass. Guerino Grosso"
"O.S.T. 70 x 50 cm ""Zenias"" ass. Guerino Grosso"
"O.S.T. 50 x 70 cm ""Vacas e Mulher"" sem ass. "
"O.S.T. 70 x 50 cm ""Rosas"" ass. Enrique Eguren"
"O.S.T. 50 x 70 cm ""Mercado Árabe"" ass. Enrique Eguren"
"O.S.T. 50 x 70 cm ""Paisagem"" ass. A.Scapini"
"O.S.T. 50 x 70 cm ""Ferreiros"" ass. Enrique Eguren"
"O.S.T. 50 x 70 cm ""Vacas"" ass. Romano Di Martino"
"O.S.T. 70 x 50 cm ""Crizantemo"" ass. Davi"
"O.S.T. 70 x 50 cm ""Senhor Fumando"" ass. Sérgio Migliaccio"
"O.S.T. 50 x 70 cm ""Arco-Íris"" ass. E. Vilela 1994"
"O.S.T. 70 x 50 cm ""Rosas"" ass. Enrique Eguren"
"O.S.T. 70 x 50 cm ""Flores"" ass. Paiva 1982"
"O.S.T. 70 x 50 cm ""Moça"" ass. Enrique Eguren"
"O.S.T. 70 x 50 cm ""Coroinha"" ass. Enrique Eguren"
"O.S.T. 70 x 50 cm ""Jogos de Diversão"" ass. Enrique Eguren"
"O.S.T. 70 x 50 cm ""Mascarado"" ass. Enrique Eguren"
"O.S.E. 47 x 32 cm ""Trapezistas"" ass. Helenos"
"O.S.T. 33 x 40 cm ""Vilarejo"" ass. Campão"
"O.S.T. 55 x 65 cm ""Piasagem"" ass. Sou Kit Gom"
"O.S.T. 90 x 70 cm ""Remeninscência"" ass. Ivo Blasi"
"T.M. 45 x 45 cm ""Sem Título"" ass. Alpha Grinfer"
"T.M. 50 x 60 cm ""Nu"" ass. Conillo Martins "
"G.S.P. 49 x 65 cm ""Homenação"" ass. Alberto Kaplan"
"T.M. 29 x 20 cm ""Homem"" ass. Aruster"
"Gravura 44 x 31 cm ""Domingo a tarde"" ass. Zé Bettiol"
"Batik 36 x 51 cm ""Canavial"" ass. Cleyde"
"T.M. 25 x 35 cm ""Abstrato"" F. Odriozola 1968"
"G.S.P. 29 x 20 cm ""Bicho"" ass. Flexor 1961"
"G.S.P. 29 x 20 cm ""Bicho II"" ass. Flexor 1963"
"O.S.M. 35 x 27 cm ""Paisagem"" desconhecido"
"A.S.M. 33 x 33 cm ""Abstrato"" ass. Joji Kussunaki 1976"
"O.S.T. 35 x 27 cm ""Copos de Leite"" ass. Jorge Schneider 1986"
Mapa Liverpool 37 x 49 cm
"T.M. 55 x 40 cm ""Flores"" ass. Lia Rueken 1995"
"T.M. 32 x 23 cm ""Peruanos"" ass. Betanzos"
"T.M. 32 x 23 cm ""Menino e Burro"" ass. Betanzos "
"A.S.P. 12 x 18 cm ""Frutas"" ass. Yolanda Mohalyi"
"T.M. 60 x 30 cm ""Abstrato"" ass. Conillo Martins"
"T.M. 60 x 30 cm ""Abstrato"" ass. Conillo Martins"
"O.S.T. 50 x 70 cm ""Paisagem Campestre"" ass. Ivo Blasi 2000"
"O.S.T. 70 x 50 cm ""Botões e Rosas"" ass. Guerino Grosso"
"O.S.T. 70 x 50 cm ""Flores Mistas"" ass. Guerino Grosso 1987"
"O.S.T. 60 x 80 cm ""Homem com cavalo"" ass. Mauricio Takiguthi"
"T.M. 69 x 69 cm ""Abstrato"" Conillo Martins"
"O.S.T.  59 x 89 cm ""Frutas"" ass. Enrique Eguren"
"Tecido 70 x 52 cm ""Arabe"""
"T.M. 60 x 30 cm ""Abstrato"" ass. Conillo Martins"
"O.S.T. 70 x 50 cm ""Negros exp. Corporal"" ass. Fernando F. Ribeiro"
"O.S.T. 50 x 80 cm ""Cana da beia"" ass. C. Madeiros"
"O.S.T. 60 x 75 cm ""Flores e Frutas"" ass. Enrique Eguren"
"O.S.T. 70 x 50 cm ""Rosas"" ass. Davi 1978"
"O.S.T. 50 x 40 cm ""Velho com cachimbo"" ass. Enrique Eguren"
"O.S.T. 65 x 49 cm ""Bailarina"" ass. Gino Bruno"
"O.S.T. 55 x 38 cm ""Vaso de Rosas"" Guerino Grosso"
"O.S.T. 50 x 40 cm ""Velho com cachimbo"" ass. Enrique Eguren"
"O.S.T. 40 x 60 cm ""Mamão com Côco"" ass. Schneider 1987"
"O.S.T. 46 x 38 cm ""Lírios"" A. Scapini"
"O.S.T 42 x 54 cm ""Fazenda"" sem ass. "
"O.S.M. 39 x 54 cm ""Frutas"" ass. F. Ranzini 1919"
"Gravura P.A. - 35 x 35 cm ""Linhas"" Judith Lauand"
"T.M. 62 x 42 cm ""Prato"" ass. Terezinha Ehmke"
"T.M. 48 x 68 cm ""Favela"" ass. Baboriche 1994"
"O.S.M. 38 x 55 cm ""Casario"" ass. Oppido G."
"O.S.T. 90 x 70 cm ""Senhor lendo"" ass. Sérgio Migliaccio"
"O.S.T. 60 x 100 cm ""Natureza Silenciosa"" ass. Paiva"
"O.S.T. 50 x 65 cm ""Marina"" Omar Pellegatta"
"A.S.M. 59 x 49 cm ""Figura"" ass. Nardim 1975"
"O.S.T. 50 x 70 cm ""Pescador"" ass. A. Tommasi"
"O.S.M. 59 x 39 cm ""Nossa Senhora do Belém"" ass. Fam. Caldo"
"T.M. 67 x 80 cm ""Rosto"" ass. Conillo Martins"
"O.S.T. 70 x 50 cm ""Paisagem Abstrata"" ass. A Marse (Antonio Augusto)"
"A.S.T. 60 x 80 cm ""Os Ribeirinhos"" ass. Josinaldo 2011"
"O.S.T. 60 x 100 cm ""Marinha"" ass. Ivo Blasi 2001"
"O.S.T. 60 x 100 cm ""Marinha"" ass. Ivo Blasi 2001"
"O.S.T. 100 x 70 cm ""Mineira"" ass. Silva Teixeira"
"A.S.T. 100 x 70 cm ""Figuras"" ass. E. Cardoso"
"A.S.T. 80 x 100 cm ""Prédios"" ass. Milan Horvat"
"O.S.T. 50 x 70 cm ""Camelos"" ass. E Lury"
"O.S.T. 100 x 60 cm ""Reunião de Família"" ass. Evandro Cardoso 2000"
"T.M. 49 x 63 cm ""Cena Religiosa"" sem ass. "
"O.S.T. 70 x 50 cm ""Velho"" ass. Enrique Eguren"
"O.S.T. 70 x 50 cm ""Seduzini"" ass. Rita Cavallari"
"O.S.T. 70 x 50 cm ""Garinpeiro"" ass. Fernando F. Ribeiro "
"T.M. 63 x 47 cm ""Cena Real"" "
"T.M. 63 x 47 cm ""Cena Real"" "
"O.S.T. 60 x 40 cm ""Mercado Árabe"" ass. Jeny"
"O.S.T. 80 x 100 cm ""Abstrato"" ass. Milan Horvat 2004"
"O.S.T. 80 x 100 cm ""Peixe"" ass. Milan Horvat 1997"
"O.S.T 90 x 70 cm ""Atleta"" ass. Conillo Martins"
"T.M. 69 x 98 cm ""Abstrato"" Conillo Martins"
"T.M. 90 x 70 cm ""Flores"" ass. Mauricio Fonseca"
"O.S.T. 60 x 100 cm ""Marinha Européia"" ass. Ivo Blasi"
"O.S.M. 60 x 48 cm ""Flores"" ass. Emile Tuchban 1989"
"T.M. 59 x 78 cm ""Abstrato"" ass. Conillo Martins"
